child,comp[T.WH],embpred[T.True],embsubj[T.True],embtense[T.TENSED],embtense[T.TO],itr,obj[T.True],prep1[T.True],verb,sent,subcorp
martin,0,0,0,0,0,0,1,0,open,no you know how to open it,0
martin,0,0,0,0,0,0,0,0,ding,ding,6
martin,0,0,0,0,0,0,1,0,buy,here~be the milk here I~be buy-PRESP the milk no I just buy-PAST the milk,7
martin,0,0,1,0,0,0,1,0,give,that~be why I just give-PAST you a nickel,3
martin,0,0,0,0,0,0,1,0,put,why do~not you put-ZERO it in there in the cash register and ring it up,7
martin,0,0,0,0,0,0,1,0,ring,why do~not you put-ZERO it in there in the cash register and ring it up,7
martin,0,0,0,0,0,0,0,0,say,this one say-3S five,5
martin,0,0,0,0,0,0,0,1,press,that~be the one you press for a nickel,3
martin,0,0,0,0,0,0,0,0,happen,even though nothing happen-3S,4
martin,0,0,0,0,0,0,0,0,ding,ding,6
martin,0,0,0,0,0,0,1,0,have,okay now I have coffee and milk,1
martin,0,0,1,0,0,0,0,0,need,well I need sugar let~us see,1
martin,0,0,0,0,0,0,0,0,see,well I need sugar let~us see,1
martin,0,0,0,0,0,0,1,0,have,do you have sugar,8
martin,0,0,0,0,0,0,1,0,get,so do I get it free,9
martin,0,0,0,0,0,0,1,0,get,oh I get change,7
martin,0,0,0,0,0,0,1,0,like,well I like this store,0
martin,0,1,1,1,0,0,0,0,think,I think I~will buy some more thing-PL,5
martin,0,0,0,0,0,0,1,0,buy,I think I~will buy some more thing-PL,5
martin,0,1,0,0,1,0,1,0,buy,maybe I~will buy some cookie-PL to have with my coffee,0
martin,0,0,0,0,0,0,0,1,have,maybe I~will buy some cookie-PL to have with my coffee,0
martin,0,0,0,0,0,0,1,0,have,can I have the cookie-PL now that I just buy-PAST,6
martin,0,0,0,0,0,0,0,0,buy,can I have the cookie-PL now that I just buy-PAST,6
martin,0,0,0,0,0,0,1,0,have,could I have the cookie-PL please now that I buy-PAST them,2
martin,0,0,0,0,0,0,1,0,buy,could I have the cookie-PL please now that I buy-PAST them,2
martin,0,0,0,0,0,0,0,0,mine,be-PRES~not those cookie-PL mine now,7
martin,0,1,0,0,1,0,0,0,want,oh you want~to give my money back,5
martin,0,0,0,0,0,0,1,0,give,oh you want~to give my money back,5
martin,0,0,0,0,0,0,1,0,take,well you take-PAST a quarter and a dime you give-PAST me a penny,7
martin,0,0,0,0,0,0,1,0,give,well you take-PAST a quarter and a dime you give-PAST me a penny,7
martin,0,0,0,0,0,0,1,0,have,could I have a dime now,8
martin,0,0,0,0,0,0,1,0,have,do you have a dime in there,9
martin,1,1,1,1,0,0,0,0,know,know what a dime be-3S,3
martin,0,1,0,1,0,0,1,0,think,I do-PAST~not think you know-PAST what a dime be-PAST,0
martin,1,1,1,1,0,0,0,0,know,I do-PAST~not think you know-PAST what a dime be-PAST,0
martin,0,1,0,0,1,0,0,0,want,you want~to keep the cookie-PL huh,6
martin,0,0,0,0,0,0,1,0,keep,you want~to keep the cookie-PL huh,6
martin,0,0,0,0,0,0,1,0,sell,and not sell them,7
martin,0,0,0,0,0,0,1,1,pay,what do-PAST I pay for milk,3
martin,0,0,0,0,0,0,1,0,have,can I have my nickel back for the milk,0
martin,0,1,1,1,0,0,0,0,think,I think your nickel-PL be-PRES on the stove,4
martin,1,1,1,1,0,0,0,0,know,do you know which one a nickel be-3S,9
martin,0,0,0,0,0,0,1,0,show,show me,6
martin,0,0,0,0,0,0,0,0,have,now all all I have be-3S the coffee,0
martin,0,0,0,0,0,0,1,0,owe,I think you owe me my dollar back,8
martin,0,0,0,0,0,0,1,0,say,what do you say,9
martin,0,0,0,0,0,0,1,1,say,but what do you say to Lise,1
martin,0,0,0,0,0,0,0,0,come,there it come-3S,3
martin,0,0,0,0,0,0,0,0,clear,okay we can clear this up,4
martin,0,0,0,0,0,0,0,0,think,okay I think go-PRESP~to go-PRESP~to have_to stop play-PRESP in a minute,1
martin,0,0,0,0,0,0,0,1,stop,okay I think go-PRESP~to go-PRESP~to have_to stop play-PRESP in a minute,1
nanette,0,1,0,0,1,0,1,0,want,what do you want~to do,7
nanette,0,0,0,0,0,0,0,0,do,what do you want~to do,7
nanette,0,1,0,0,1,0,0,0,want,you want~to sit up here,5
nanette,0,0,0,0,0,0,0,1,sit,you want~to sit up here,5
nanette,1,1,1,1,0,0,0,0,see,do you see what all this be-3S,5
nanette,0,1,0,1,0,0,1,0,get,oh you~have get-PAST them mix-PAST up,6
nanette,0,0,0,0,0,0,0,0,mix,oh you~have get-PAST them mix-PAST up,6
nanette,0,0,1,0,0,0,1,0,show,show me a penny can you,6
nanette,0,0,0,0,0,0,0,0,do,how many penny-PL do you want,7
nanette,0,0,0,0,0,0,0,0,want,how many penny-PL do you want,7
nanette,1,1,1,1,0,0,0,0,know,do you know what that be-3S,0
nanette,0,0,0,0,0,0,1,1,do,do you like the milk,4
nanette,0,0,0,0,0,0,1,1,want,do you want chocolate on it,3
nanette,0,0,0,0,0,0,0,0,see,okay let~us see if we can make it chocolate milk,6
nanette,0,0,0,0,0,0,1,0,make,okay let~us see if we can make it chocolate milk,6
nanette,0,0,0,0,0,0,0,0,see,let~us see what~be in here,1
nanette,0,0,0,0,0,0,0,1,look,oh look at all this stuff,9
nanette,0,0,0,0,0,0,0,0,see,do you see anything to make chocolate milk with,9
nanette,0,0,0,0,0,0,1,1,make,do you see anything to make chocolate milk with,9
nanette,0,0,0,0,0,0,0,0,see,let~us see if we could make chocolate milk with this,1
nanette,0,0,0,0,0,0,1,0,make,let~us see if we could make chocolate milk with this,1
nanette,0,0,0,0,0,0,0,0,see,let~us see what~be in here,4
nanette,0,0,0,0,0,0,1,0,make,that~be go-PRESP to make a mess,4
nanette,0,0,0,0,0,0,1,0,want,oh you want strawberry milk,8
nanette,0,0,0,0,0,0,0,0,go,okay go get the cup,7
nanette,0,0,0,0,0,0,1,0,get,okay go get the cup,7
nanette,0,1,0,1,0,0,0,0,know,how do-PAST you know that be-PAST strawberry milk,2
nanette,0,0,0,0,0,0,1,0,know,how do-PAST you know this be-PAST strawberry,0
nanette,0,0,0,0,0,0,1,0,have,have you ever have-PAST strawberry milk,2
nanette,0,0,0,0,0,0,1,0,have,have you,0
nanette,0,0,0,0,0,0,1,0,have,where have you have-PAST strawberry milk before,9
nanette,0,0,0,0,0,0,1,0,have,do-PAST you have strawberry milk before here,8
nanette,0,0,0,0,0,0,1,0,have,be-3S that the only time you~have have-PAST strawberry milk,1
nanette,0,0,0,0,0,0,1,0,make,oh you~be go-PRESP to make some chocolate milk,1
nanette,0,0,0,0,0,0,0,1,go,do you have_to go to the bath,8
nanette,0,0,0,0,0,0,1,0,do,how do-3S this work,0
nanette,0,0,0,0,0,0,0,0,push,push that in,1
nanette,0,0,0,0,0,0,1,0,make,do you have_to make sis-PL,6
nanette,0,0,0,0,0,0,0,0,wait,oh okay can you wait,3
nanette,0,1,0,1,0,0,1,0,do,okay do you have_to make sis-PL,8
nanette,0,0,0,0,0,0,1,0,make,okay do you have_to make sis-PL,8
nanette,0,1,0,0,0,0,0,0,go,okay we~will go make sis-PL,5
nanette,0,0,0,0,0,0,1,0,make,okay we~will go make sis-PL,5
nanette,0,0,0,0,0,0,0,0,find,we~will find out where to go,4
nanette,0,0,0,0,0,0,0,0,go,we~will find out where to go,4
nanette,0,0,0,0,0,0,0,0,know,do you know where to go,1
nanette,0,0,0,0,0,0,0,0,go,do you know where to go,1
nanette,1,1,1,1,0,0,0,0,know,do you know where the bath be-3S here,2
nanette,0,0,0,0,0,0,0,0,come,yes come on,3
nanette,0,0,0,0,0,0,0,1,go,we~will go out this way,1
nanette,0,0,0,0,0,0,0,0,come,come on out,8
nanette,0,0,0,0,0,0,0,0,do,yes you do-PAST,5
nanette,0,0,0,0,0,0,1,0,tell,that~be very good that you tell-PAST me,7
nanette,0,0,0,0,0,0,0,1,play,okay we~will play with the truck,1
nanette,1,1,1,1,0,0,0,0,see,let~us see what the truck look-3S like,8
nanette,0,0,0,0,0,0,1,1,look,let~us see what the truck look-3S like,8
nanette,0,0,0,0,0,0,1,0,see,see what else be-3S here,4
nanette,0,0,0,0,0,0,0,1,look,look at all these other thing-PL,8
nanette,0,0,1,0,0,0,0,0,think,where do you think the car~be go-PRESP,6
nanette,0,0,0,0,0,0,1,0,go,go-3S sort of like that,2
nanette,0,1,0,0,1,0,0,0,want,do you want~to make lunch,8
nanette,0,0,0,0,0,0,1,0,make,do you want~to make lunch,8
nanette,0,0,0,0,0,0,0,1,make,okay what be-PRES you go-PRESP to make for lunch,6
nanette,0,0,0,0,0,0,0,0,make,okay let~us make some,7
nanette,0,0,0,0,0,0,1,0,need,we need cereal and we~will need a bowl,3
nanette,0,0,0,0,0,0,1,0,need,we need cereal and we~will need a bowl,3
nanette,0,0,0,0,0,0,1,0,use,you can use the cup,1
nanette,0,1,0,1,0,0,1,0,think,yeah I do-PAST~not think it be-PAST,7
nanette,0,0,0,0,0,0,1,0,want,oh you want some book-PL,9
nanette,0,1,0,0,1,0,1,0,want,you want me to read-ZERO you this book,7
nanette,0,0,0,0,0,0,1,0,read,you want me to read-ZERO you this book,7
nanette,0,1,0,0,1,0,0,0,want,okay where do you want to sit,1
nanette,0,0,0,0,0,0,0,0,sit,okay where do you want to sit,1
nanette,0,1,0,0,1,0,0,0,want,okay do you want~to bring the chair over next_to me,2
nanette,0,0,0,0,0,0,1,1,bring,okay do you want~to bring the chair over next_to me,2
nanette,0,0,0,0,0,0,1,0,bring,okay why do~not we bring the two chair-PL together,1
nanette,0,0,0,0,0,0,0,1,sit,sit over here,4
nanette,0,0,0,0,0,0,1,0,know,you know what,4
nanette,0,0,0,0,0,0,1,0,have,it do-3S~not have any word-PL,6
nanette,0,0,0,0,0,0,0,0,make,we~will have_to make some up,4
nanette,0,0,0,0,0,0,0,0,see,okay let~us see,4
nanette,0,0,0,0,0,0,0,1,go,once upon a time Tupty and Puddy go-PAST for a walk,6
nanette,0,1,0,1,0,0,0,0,get,and Tupty get-PAST all dress-PAST up in her mother~s clothing she put-ZERO Puddy in the baby carriage just like she be-PAST a real baby,7
nanette,0,1,1,1,0,0,0,1,dress,and Tupty get-PAST all dress-PAST up in her mother~s clothing she put-ZERO Puddy in the baby carriage just like she be-PAST a real baby,7
nanette,0,1,1,1,0,0,1,1,put,and Tupty get-PAST all dress-PAST up in her mother~s clothing she put-ZERO Puddy in the baby carriage just like she be-PAST a real baby,7
nanette,0,0,0,0,0,0,1,1,see,as they be-PAST walk-PRESP along Tupty see-PAST a beautiful red flower and stop-PAST to pick it,6
nanette,0,1,0,0,1,0,0,0,stop,as they be-PAST walk-PRESP along Tupty see-PAST a beautiful red flower and stop-PAST to pick it,6
nanette,0,0,0,0,0,0,1,0,pick,as they be-PAST walk-PRESP along Tupty see-PAST a beautiful red flower and stop-PAST to pick it,6
nanette,0,1,0,1,0,0,0,0,bend,as she bend-PAST down Puddy push-PAST away the blanket-PL and jump-PAST out_of the carriage very quick-dadj and quiet-dn so Tupty do-PAST~not see him Tupty turn-PAST around and oh her Puddy be-PAST go-PASTP,0
nanette,0,0,0,0,0,0,1,0,push,as she bend-PAST down Puddy push-PAST away the blanket-PL and jump-PAST out_of the carriage very quick-dadj and quiet-dn so Tupty do-PAST~not see him Tupty turn-PAST around and oh her Puddy be-PAST go-PASTP,0
nanette,0,1,0,1,0,0,0,1,jump,as she bend-PAST down Puddy push-PAST away the blanket-PL and jump-PAST out_of the carriage very quick-dadj and quiet-dn so Tupty do-PAST~not see him Tupty turn-PAST around and oh her Puddy be-PAST go-PASTP,0
nanette,0,1,0,1,0,0,1,0,see,as she bend-PAST down Puddy push-PAST away the blanket-PL and jump-PAST out_of the carriage very quick-dadj and quiet-dn so Tupty do-PAST~not see him Tupty turn-PAST around and oh her Puddy be-PAST go-PASTP,0
nanette,0,0,0,1,0,0,0,0,turn,as she bend-PAST down Puddy push-PAST away the blanket-PL and jump-PAST out_of the carriage very quick-dadj and quiet-dn so Tupty do-PAST~not see him Tupty turn-PAST around and oh her Puddy be-PAST go-PASTP,0
nanette,0,0,0,0,0,0,0,0,get,she get-PAST so worry-PASTP,3
nanette,0,0,0,0,0,0,0,0,get,she get-PAST so surprise-PASTP that she throw-PAST her arm-PL up in the air and she throw-PAST away the flower,6
nanette,0,0,0,0,0,0,1,1,throw,she get-PAST so surprise-PASTP that she throw-PAST her arm-PL up in the air and she throw-PAST away the flower,6
nanette,0,0,0,0,0,0,1,0,throw,she get-PAST so surprise-PASTP that she throw-PAST her arm-PL up in the air and she throw-PAST away the flower,6
nanette,0,1,1,1,0,0,0,0,think,do you think he~will climb up the tree,0
nanette,0,0,0,0,0,0,0,1,climb,do you think he~will climb up the tree,0
nanette,0,0,0,0,0,0,0,1,climb,he do-3S~not climb up the tree,2
nanette,0,0,0,0,0,0,0,0,look,well Tupty look-3S very upset,0
nanette,0,0,0,0,0,0,0,0,go,and she go-PAST run-PRESP down the street where she see-PAST her friend the police who be-PAST direct-PRESP traffic,8
nanette,0,0,0,0,0,0,1,0,see,and she go-PAST run-PRESP down the street where she see-PAST her friend the police who be-PAST direct-PRESP traffic,8
nanette,0,0,0,0,0,0,0,1,go,and Tupty go-3S run-PRESP over to the police and say-3S,9
nanette,0,0,0,0,0,0,0,0,say,and Tupty go-3S run-PRESP over to the police and say-3S,9
nanette,0,0,0,0,0,0,1,0,have,have you see-PASTP my cat Puddy,0
nanette,0,0,0,0,0,0,0,0,say,and the boy who~be play-PRESP the police say-3S,5
nanette,0,0,0,0,0,0,0,1,point,she he point-3S to Puddy,1
nanette,0,0,0,0,0,0,0,0,find,cause they find-PAST where Puddy be-3S but they still do~not have her back,2
nanette,0,0,0,0,0,0,1,0,have,cause they find-PAST where Puddy be-3S but they still do~not have her back,2
nanette,0,0,0,0,0,0,1,0,get,so now they have_to get her back,0
nanette,0,0,0,0,0,0,0,1,get,so the police get-3S down on his knee-PL and say-3S,5
nanette,0,0,0,0,0,0,0,0,say,so the police get-3S down on his knee-PL and say-3S,5
nanette,0,0,0,0,0,0,1,0,come,come Puddy,9
nanette,0,0,0,0,0,0,0,1,come,come over to me,1
nanette,0,0,0,0,0,0,0,0,fall,yes yes he fall-PAST down he,7
nanette,0,1,0,0,1,0,0,0,jump,all of a sudden the police jump-3S to grab Puddy and she run-3S away very quick-dadj,4
nanette,0,0,0,0,0,0,1,0,grab,all of a sudden the police jump-3S to grab Puddy and she run-3S away very quick-dadj,4
nanette,0,0,0,0,0,0,0,0,run,all of a sudden the police jump-3S to grab Puddy and she run-3S away very quick-dadj,4
nanette,0,0,0,0,0,0,0,0,fall,and he fall-3S and do-3S~not pick her up what do you think the little boy who be-3S ride-PRESP his cycle think-3S about this,7
nanette,0,0,0,0,0,0,1,1,pick,and he fall-3S and do-3S~not pick her up what do you think the little boy who be-3S ride-PRESP his cycle think-3S about this,7
nanette,0,0,0,0,0,0,1,0,think,and he fall-3S and do-3S~not pick her up what do you think the little boy who be-3S ride-PRESP his cycle think-3S about this,7
nanette,0,0,0,0,0,0,0,1,think,and he fall-3S and do-3S~not pick her up what do you think the little boy who be-3S ride-PRESP his cycle think-3S about this,7
nanette,0,1,1,1,0,0,0,0,do,what do-3S he think over here,2
nanette,0,0,0,0,0,0,0,1,think,what do-3S he think over here,2
nanette,0,0,0,0,0,0,0,0,go,okay and then all three of them go chase-PRESP after Puddy and Puddy go-3S run-PRESP through,2
nanette,0,0,0,0,0,0,0,0,go,okay and then all three of them go chase-PRESP after Puddy and Puddy go-3S run-PRESP through,2
nanette,1,1,1,1,0,0,0,0,see,see what that be-3S,0
nanette,0,0,0,0,0,0,0,1,go,that~be a big pipe and go up to a big pipe and look-3S like he~be about to run in,5
nanette,0,1,1,1,0,0,0,0,look,that~be a big pipe and go up to a big pipe and look-3S like he~be about to run in,5
nanette,0,0,0,0,0,0,0,0,run,that~be a big pipe and go up to a big pipe and look-3S like he~be about to run in,5
nanette,0,0,0,0,0,0,0,1,run,and Puddy run-3S through the pipe and climb-3S out at the other end,7
nanette,0,0,0,0,0,0,0,1,climb,and Puddy run-3S through the pipe and climb-3S out at the other end,7
nanette,0,0,0,0,0,0,0,1,happen,while the police be-3S look-PRESP in at the pipe wonder-PRESP what happen-PAST to Puddy,4
nanette,0,0,0,0,0,0,0,1,run,and the police run-3S through the pipe,6
nanette,0,0,0,0,0,0,0,1,run,and Tupty run-3S through the pipe,5
nanette,0,0,0,0,0,0,0,1,fall,and the police police fall-3S out_of the pipe at the very end and go-3S splash into the water,5
nanette,0,0,0,0,0,0,1,1,go,and the police police fall-3S out_of the pipe at the very end and go-3S splash into the water,5
nanette,0,0,0,0,0,0,0,1,run,Puddy run-3S away up the hill,1
nanette,0,0,0,0,0,0,1,1,help,the police help-3S Tupty out of the pipe,8
nanette,0,0,0,0,0,0,0,1,fall,and she fall-3S into the water too,8
nanette,0,0,0,0,0,0,0,1,fall,Tupty fall-3S into the water too,2
nanette,0,0,0,0,0,0,1,0,lose,and she lose-3S her hat,9
nanette,0,0,0,0,0,0,0,1,go,it go-3S on the police~s head,8
nanette,0,0,0,0,0,0,0,1,hop,and Puddy hop-3S back into the pipe and run-3S the other way,1
nanette,0,0,0,0,0,0,1,0,run,and Puddy hop-3S back into the pipe and run-3S the other way,1
nanette,0,0,0,0,0,0,0,1,get,Tupty and the police get out_of the water and they~be drip-PRESP wet-PASTP,2
nanette,0,0,0,0,0,0,0,1,come,and they come through the pipe,2
nanette,0,0,0,0,0,0,0,1,come,and when they come through the pipe there~be Puddy who be-3S catch-PASTP by the little boy who be-PAST follow-PRESP them,2
nanette,0,0,0,0,0,0,0,0,pipe,and when they come through the pipe there~be Puddy who be-3S catch-PASTP by the little boy who be-PAST follow-PRESP them,2
nanette,0,0,0,0,0,0,1,0,remember,remember the boy who be-PAST ride-PRESP the tricycle,8
nanette,0,0,0,0,0,0,0,1,go,let~us go of Puddy,9
nanette,0,0,0,0,0,0,0,1,jump,Puddy jump-3S on the police~s head and climb-3S up the tree,8
nanette,0,0,0,0,0,0,0,1,climb,Puddy jump-3S on the police~s head and climb-3S up the tree,8
nanette,0,1,0,1,0,0,0,0,look,and the police look-3S very mad go-3S up in the tree and chase-3S her and final-dadj catch-3S Puddy,7
nanette,0,0,0,0,0,0,0,1,go,and the police look-3S very mad go-3S up in the tree and chase-3S her and final-dadj catch-3S Puddy,7
nanette,0,0,0,0,0,0,1,0,chase,and the police look-3S very mad go-3S up in the tree and chase-3S her and final-dadj catch-3S Puddy,7
nanette,0,0,0,0,0,0,1,0,catch,and the police look-3S very mad go-3S up in the tree and chase-3S her and final-dadj catch-3S Puddy,7
nanette,0,0,0,0,0,0,0,0,look,and the girl and Tupty look-3S very please-PASTP,6
nanette,0,0,0,0,0,0,0,0,break,but then the branch break-3S,0
nanette,0,1,0,0,1,0,0,0,want,he do-PAST~not want to be catch-PASTP,0
nanette,0,0,0,0,0,0,0,0,feel,and the police who do-3S~not feel very good at all go-3S limp-PRESP back,5
nanette,0,0,0,0,0,0,0,0,go,and the police who do-3S~not feel very good at all go-3S limp-PRESP back,5
nanette,0,0,0,0,0,0,1,1,follow,and Puddy follow-3S them right along,0
nanette,0,0,0,0,0,0,0,1,go,and they go home to Tupty~s house,4
nanette,0,0,0,0,0,0,0,0,go,Tupty go-3S in and say-3S,5
nanette,0,0,0,0,0,0,0,0,say,Tupty go-3S in and say-3S,5
nanette,0,0,0,0,0,0,1,0,wait,wait a minute,7
nanette,0,0,0,0,0,0,0,0,tell,she tell-3S everybody,7
nanette,0,0,0,0,0,0,0,0,come,and she come-3S out,3
nanette,0,0,0,0,0,0,1,0,bring,and she bring-3S it out and she give-3S everybody a treat,4
nanette,0,0,0,0,0,0,0,0,give,and she bring-3S it out and she give-3S everybody a treat,4
nanette,0,0,1,1,0,0,0,0,think,I think he be-PAST just play-PRESP,9
nanette,0,1,0,0,1,0,1,0,want,you want me to read-ZERO it again,1
nanette,0,0,0,0,0,0,1,0,read,you want me to read-ZERO it again,1
nanette,0,0,0,0,0,0,1,0,read,okay I~will read-ZERO it again,4
nanette,0,0,0,0,0,0,0,0,go,here we go,0
nanette,0,0,0,0,0,0,0,1,go,okay once upon a time Tupty and Puddy go-PAST for a walk,8
nanette,0,0,0,0,0,0,0,0,get,Tupty get-PAST all dress-PASTP up like a big lady and pretend-PAST that Puddy be-PAST her baby,2
nanette,0,1,0,1,0,0,0,0,pretend,Tupty get-PAST all dress-PASTP up like a big lady and pretend-PAST that Puddy be-PAST her baby,2
nanette,0,1,0,0,1,0,0,0,stop,and as Tupty stop-PAST to pick a flower Puddy run-PAST away,7
nanette,0,0,0,0,0,0,1,0,pick,and as Tupty stop-PAST to pick a flower Puddy run-PAST away,7
nanette,0,0,0,0,0,0,0,0,run,and as Tupty stop-PAST to pick a flower Puddy run-PAST away,7
nanette,0,0,0,0,0,0,0,0,happen,and then what happen-3S,8
nanette,0,0,0,0,0,0,0,1,point,the police point-3S to Puddy and say-3S,9
nanette,0,0,0,0,0,0,0,0,say,the police point-3S to Puddy and say-3S,9
nanette,0,1,0,0,1,0,0,0,try,and he try-3S to get Puddy to come over,2
nanette,0,1,0,0,1,0,1,0,get,and he try-3S to get Puddy to come over,2
nanette,0,0,0,0,0,0,0,0,come,and he try-3S to get Puddy to come over,2
nanette,0,1,0,0,1,0,0,0,jump,here Puddy here Puddy he jump-3S to get her,9
nanette,0,0,0,0,0,0,1,0,get,here Puddy here Puddy he jump-3S to get her,9
nanette,0,0,0,0,0,0,0,1,run,Puddy run-PAST over there,5
nanette,0,0,0,0,0,0,0,0,run,oh be-3S that where Puddy run-PAST,9
nanette,0,0,0,0,0,0,0,0,happen,and then what happen-3S,2
nanette,0,0,0,0,0,0,0,0,go,where do-3S Puddy go next,6
nanette,0,0,0,0,0,0,0,1,go,Puddy go-PAST over there,2
nanette,0,0,0,0,0,0,1,0,do,okay do-PAST you like,8
nanette,0,0,0,0,0,0,0,0,go,Puddy go-PAST everywhere do you like Puddy,1
nanette,0,0,0,0,0,0,1,1,do,Puddy go-PAST everywhere do you like Puddy,1
nanette,0,0,0,0,0,0,1,0,make,you~be go-PRESP to make some what,4
nanette,0,0,0,0,0,0,0,0,do,okay how do you make,3
nanette,0,0,0,0,0,0,0,0,make,okay how do you make,3
nanette,0,0,0,0,0,0,1,0,make,who make-3S tea,2
nanette,0,0,0,0,0,0,0,1,put,what~be we go-PRESP what~be you go-PRESP to put-ZERO in the tea,0
nanette,0,1,0,1,0,0,0,0,want,want~to put-ZERO some milk in,7
nanette,0,0,0,0,0,0,1,0,put,want~to put-ZERO some milk in,7
nanette,0,0,0,0,0,0,1,0,put,okay we~will put-ZERO the milk in,6
nanette,0,0,0,0,0,0,0,0,have,do we have,0
nanette,0,0,0,0,0,0,0,1,heat,first we have_to heat up the water,2
nanette,0,0,0,0,0,0,1,0,use,use the stove,9
nanette,0,0,0,0,1,0,0,0,want,want~to heat up the water,1
nanette,0,0,0,0,0,0,1,0,put,okay put-ZERO the water,9
nanette,0,0,0,0,0,0,1,0,need,you need a tea,0
nanette,0,0,0,0,0,0,1,0,help,I~will help you,2
nanette,0,0,0,0,0,0,1,0,take,before you before you take everything out what kind of food be-PRES you look-PRESP for,6
nanette,0,0,0,0,0,0,1,0,want,do you want some tea,0
nanette,0,0,0,0,0,0,0,0,see,okay here~be this be-3S tea here~be a box of it let~us see if there~be anything in it,1
nanette,0,0,0,0,0,0,1,0,smell,can can you smell the tea,1
nanette,0,0,0,0,0,0,0,1,smell,do-3S it smell like anything,9
nanette,0,0,0,0,0,0,0,1,smell,do-3S~not smell like tea,7
nanette,0,0,0,0,0,0,1,0,have,well what do we have here,6
nanette,0,0,0,0,0,0,1,0,have,here we have coffee cream-dv,2
nanette,0,0,0,0,0,0,0,0,close,so we~will close that up tight okay,2
nanette,0,0,0,0,0,0,0,0,know,you know what this be-3S,6
nanette,0,0,0,0,0,0,1,0,put,could you put-ZERO that back,3
nanette,0,0,0,0,0,0,0,0,let,let-ZERO go,2
nanette,0,0,0,0,0,0,0,0,go,let-ZERO go,2
nanette,0,0,0,0,0,0,1,0,wipe,do-PAST you wipe your hand-PL off,7
nanette,0,0,0,0,0,0,1,0,want,you real-dadj want that do~not you,7
nanette,0,0,0,0,0,0,1,0,have,you can~not have it,7
nanette,0,0,0,0,0,0,0,0,let,let-ZERO go,1
nanette,0,0,0,0,0,0,0,0,go,let-ZERO go,1
nanette,0,0,0,0,0,0,0,0,let,let-ZERO go please,5
nanette,0,0,0,0,0,0,0,0,go,let-ZERO go please,5
nanette,0,0,0,0,0,0,1,0,wipe,okay wipe your hand-PL,9
nanette,0,0,0,0,0,0,1,1,put,put-ZERO it back in here,6
nanette,0,0,0,0,0,0,0,0,close,okay I~be go-PRESP to close this up because it~be very mess-dn stuff,4
nanette,1,1,1,1,0,0,0,0,know,do you know how we make coffee,9
nanette,0,0,0,0,0,0,1,0,make,do you know how we make coffee,9
nanette,0,1,0,1,0,0,1,0,make,this be-3S coffee and the only way we can make it be-3S first we have_to heat up water,0
nanette,0,0,0,0,0,0,0,1,heat,this be-3S coffee and the only way we can make it be-3S first we have_to heat up water,0
nanette,0,0,0,0,0,0,1,0,run,and we have_to run the coffee through,4
nanette,0,0,0,0,0,0,1,1,run,we have_to run the water through the coffee on the stove,6
nanette,0,0,0,0,0,0,1,0,pretend,pretend that it~be in there,6
nanette,0,0,0,0,0,0,1,1,like,what do you like in your coffee,0
nanette,0,0,0,0,0,0,0,0,go,Tupty go-PAST over where,0
nanette,0,0,0,0,0,0,0,0,have,you have something great for me,7
nanette,0,0,0,0,0,0,0,0,eat,be-3S it something I can eat,4
nanette,0,0,0,0,0,0,1,0,have,do you have a chocolate cookie for me,4
nanette,0,0,0,0,0,0,0,0,do,you do,7
nanette,0,0,0,0,0,0,1,0,say,oh what do you say,2
nanette,1,1,0,0,1,0,0,0,know,you know how to use a puppet,9
nanette,0,0,0,0,0,0,1,0,use,you know how to use a puppet,9
nanette,0,0,0,0,0,0,0,1,taste,it taste-3S like coffee,9
nanette,0,0,0,0,0,0,1,0,give,oh can can you give me a hug and a kiss,2
olivia,0,1,1,1,0,0,0,0,listen,listen what will-COND you like to play with first,0
olivia,0,0,0,0,0,0,1,1,like,listen what will-COND you like to play with first,0
olivia,0,0,0,0,0,0,1,0,get,we get-PAST a story book,9
olivia,0,0,0,0,0,0,0,0,like,which will-COND you like,4
olivia,0,1,0,0,1,0,1,0,want,you want me to take this off,0
olivia,0,0,0,0,0,0,0,0,take,you want me to take this off,0
olivia,0,0,0,0,0,0,0,0,know,do you know what this be-3S,3
olivia,0,1,0,0,1,0,0,0,want,you want to pretend you~be play-PRESP in the store,9
olivia,0,0,0,0,0,0,1,1,pretend,you want to pretend you~be play-PRESP in the store,9
olivia,0,1,0,0,1,0,1,0,want,what do you want me to do,9
olivia,0,0,0,0,0,0,0,0,do,what do you want me to do,9
olivia,0,0,0,0,0,0,1,0,see,do~not you see that in a store,8
olivia,1,1,1,1,0,0,0,0,know,do you know what the cash out do-3S in a store,1
olivia,0,0,0,0,0,0,1,1,do,do you know what the cash out do-3S in a store,1
olivia,0,0,0,0,0,0,0,0,pretend,you could pretend this be-3S the cash out desk,4
olivia,0,0,1,0,0,0,1,0,give,and person-PL hafta give you money,9
olivia,0,1,1,1,0,0,0,0,think,I think you can get that to open,1
olivia,0,0,0,0,0,0,0,0,get,I think you can get that to open,1
olivia,0,0,0,0,0,0,0,0,open,I think you can get that to open,1
olivia,0,0,0,0,0,0,0,0,get,how do you get that to open,4
olivia,0,0,0,0,0,0,0,0,open,how do you get that to open,4
olivia,0,0,0,0,0,0,0,0,see,see this one here,1
olivia,0,0,0,0,0,0,1,0,pull,just pull it across,0
olivia,0,0,0,0,0,0,1,1,push,push it in a little,6
